12,48.211881
19,28.114591
25,24.135303
31,24.156867
36,10.291045
41,8.743904
46,8.328620
51,8.281056
56,8.231399
61,8.112059
66,5.836733
71,0.098224
76,0.116901
81,0.101329
86,0.113306
91,0.100365
96,0.107204
101,0.010683
106,0.013609
111,0.013032
116,0.009749
121,0.013950
126,0.011382
131,0.010393
136,0.006628
141,0.004708
146,0.004659
151,0.004634
156,0.005417
161,0.005865
166,0.003969
171,0.003290
176,0.004419
181,0.004391
186,0.004553
191,0.003747
196,0.004119
201,0.003170
206,0.003535
211,0.002595
216,0.002615
221,0.002650
226,0.003546
231,0.001945
236,0.003420
241,0.003058
246,0.007009
259,33.940078
300,183.704144
342,119.994488
375,16.658345
422,1.899441
451,0.657284
480,0.185184
489,0.116422
500,0.110445
517,0.211998
533,4.512990
546,0.139513
557,0.001745
569,0.002649
676,123.468473
720,0.011404
764,19.126214
804,30.146625
849,0.123382
859,0.080519
869,0.193762
877,0.099339
886,0.103903
924,0.000283
966,0.000106
1004,0.000031
1040,0.000029
1080,0.000000
1118,0.000000
1157,0.000000
1198,0.000000
1244,0.000000
1293,0.000017
1332,0.000003
1371,0.000003
1411,0.000043
1443,0.004860
1472,0.003995
1512,0.000318
1550,0.000924
1585,0.000841
1623,0.000904
1659,0.001431
1671,0.025514
1718,0.008449
1774,5.499380
1785,0.024402
1824,0.190151
1860,0.048858
1878,0.002787
1918,0.001064
1953,0.000003
1990,0.000054
2035,0.002383
2071,0.000029
2106,0.000000
2143,0.000126
2177,0.000000
2215,0.000000
2253,0.000023
2287,0.000034
2331,0.000029
2370,0.001342
2404,0.202354
2443,0.003724
2483,0.596768
2520,1.054557
2557,0.297719
2681,9.121950
2725,15.626377
2768,29.501278
2824,5.177147
2871,6.893106
2943,0.074806
3379,85.371161
3478,12.585113
3727,25.233000
4727,1.342418
5727,27.546319
6709,67.072872
6822,0.000738
6970,1.897009
7185,3.155918
7220,6.947638
7288,27.894404
7606,166.161002
7770,273.437552
7844,162.482949
8227,126.720711
8478,310.590617
8518,0.000895
8559,0.248721
8607,9.149019
8993,22.108875
9037,2.032261
9097,4.625906
9177,6.386934
9224,3.976684
9681,132.162218
9749,11.701881
9900,27.684344
10490,328.652416
10514,0.000000
10557,0.000000
10582,0.000000
10708,0.000000
10777,0.000000
10847,0.000000
10932,0.000000
11331,40.870231
11548,75.612612
11708,35.155785
11844,34.613500
12023,84.555101
12231,215.046563
12423,118.049922
12629,215.309616
12847,103.619789
13100,237.109854
13422,546.603926
13984,898.950352
14984,612.390980
15901,1315.098562
16628,342.024305
16769,47.610410
17178,658.187889
17246,0.000000
17299,0.000000
17370,0.000000
17414,0.000000
17542,11.467319
17748,39.196984
17939,74.688623
17976,0.000000
18044,0.000000
18314,110.254289
18461,16.912091
18645,40.724862
18924,52.495319
19187,40.534144
19325,36.174095
19524,50.045549
19991,227.763409
20396,219.603656
20652,139.529342
20821,76.601358
21170,106.999888
21486,88.579855
22486,248.257919
22747,4.574711
23066,7.423574
23435,95.537535
23526,0.000718
23613,0.000000
23679,0.000000
23769,9.180705
23855,0.000000
23942,0.000000
24004,9.117227
24233,1.605597
24298,0.000000
24357,0.000000
24433,4.459187
24560,0.000000
24669,0.781444
24739,4.574711
24798,0.000000
24862,0.000000
24937,0.001589
25009,4.574710
25082,4.574711
25170,0.000000
25226,0.000000
25301,0.000000
25329,0.000000
25387,0.506738
25502,27.453484
25616,0.004399
25707,4.776883
25798,0.000000
25883,0.000000
25937,0.000000
26037,0.063888
26114,0.000006
26221,0.000000
26450,13.559517
26525,0.000000
26597,0.000000
26682,0.000000
26749,0.000000
26814,0.000000
26883,0.000000
26961,0.000003
27026,0.000123
28026,0.000000
28334,190.986058
28729,128.945544
29099,171.967607
29133,0.000000
29282,54.473341
29318,0.000000
29379,0.000000
29412,0.000000
29481,0.000000
29754,99.611038
29989,50.902692
30033,0.000000
30081,0.000000
30282,22.869143
30310,0.000000
31310,506.805770
31363,0.000000
31415,0.000000
31459,0.000000
31490,0.000000
31552,0.000000
32277,291.840979
32339,0.000000
32526,27.449113
32653,37.922151
32963,84.070233
33230,85.892362
33265,0.000000
33317,0.000000
34189,151.186528
34241,0.000000
34279,0.000000
34316,0.000000
34367,0.000000
34421,0.000000
34555,0.000000
34594,0.000000
34648,0.000000
35635,185.737152
35721,0.001226
35825,0.000000
36825,292.906499
37576,154.814646
37668,0.000000
38668,424.813140
38747,0.000000
38860,0.000000
39001,0.000000
39514,120.403761
40514,484.857723
40927,185.913428
41172,86.781924
41234,0.000000
41578,116.762861
41611,0.000000
41866,22.951601
41899,0.000000
41950,0.000000
42004,0.000000
42159,37.862693
42204,0.000000
42417,69.173033
42625,62.409188
42719,0.000000
42766,0.000000
42810,0.000000
43107,149.993455
43156,0.000000
43195,0.000000
43233,0.000000
43288,0.000000
43436,39.956000
43483,0.000000
43513,0.000000
43542,0.000000
43604,0.000000
43634,0.000000
43665,0.000000
43711,0.000000
43744,0.000000
43775,0.000000
43806,0.000000
43851,0.000235
43882,0.000000
43914,0.000000
43979,0.000000
44009,0.000000
44039,0.000000
44068,0.000000
44097,0.000000
44141,0.000000
44171,0.000000
44218,0.000000
44248,0.000000
44279,0.000000
44310,0.000000
44343,0.000000
44374,0.000000
44404,0.000000
44433,0.000000
44463,0.000000
44493,0.000000
44521,0.000000
44551,0.000000
44580,0.000000
44611,0.000000
44640,0.000000
44668,0.000000
44699,0.000000
44728,0.000000
44758,0.000000
44787,0.000000
44815,0.000000
44848,0.000000
44876,0.000000
44906,0.000000
44935,0.000000
44962,0.000000
44991,0.000000
45022,0.000000
45052,0.000000
45081,0.000000
45112,0.000000
45142,0.000000
45170,0.000000
45202,0.000000
45232,0.000000
45305,0.000000
45333,0.000000
45363,0.000000
45393,0.000000
45422,0.000000
45450,0.000000
45676,109.699018
45732,0.000000
45762,0.000000
45793,0.000000
45862,0.000000
45900,0.000000
45942,0.000000
45986,0.000000
46311,170.957484
46455,20.476968
46509,0.000000
46638,48.312105
47013,216.553888
47165,52.443627
47413,94.658522
47558,59.348566
47832,101.887883
48056,100.487159
48544,244.756296
48828,54.866159
49005,30.034002
49211,75.497684
49305,0.000000
49533,78.722223
49811,174.775392
50045,56.567238
50120,21.777461
50385,112.477471
50496,12.929472
50755,82.170403
51385,389.915483
52014,232.156063
52285,150.849281
52667,95.897905
53041,135.889345
53370,149.892078
53613,95.691692
54367,666.444298
54776,327.585963
55776,847.955812
56159,342.104069
56720,452.133921
56798,0.000000
57798,1093.477488
58798,909.748135
58874,0.000000
58944,13.724119
59023,5.156347
59094,2.625288
60094,1049.149573
60508,275.295552
61508,513.595060
61585,4.574711
62414,558.398212
63060,247.103237
63170,4.574714
